date,bitcoin news_unscaled,bitcoin news_monthly,isPartial,scale,bitcoin news
2019-10-03,47,10.0,,0.1,4.7
2019-10-04,88,10.0,,0.1,8.8
2019-10-05,43,10.0,,0.1,4.3
2019-10-06,32,9.0,False,0.09,2.88
2019-10-07,50,9.0,,0.09,4.5
2019-10-08,50,9.0,,0.09,4.5
2019-10-09,67,9.0,,0.09,6.029999999999999
2019-10-10,56,9.0,,0.09,5.04
2019-10-11,35,9.0,,0.09,3.15
2019-10-12,46,9.0,,0.09,4.14
2019-10-13,56,9.0,False,0.09,5.04
2019-10-14,50,9.0,,0.09,4.5
2019-10-15,46,9.0,,0.09,4.14
2019-10-16,25,9.0,,0.09,2.25
2019-10-17,31,9.0,,0.09,2.79
2019-10-18,39,9.0,,0.09,3.51
2019-10-19,39,9.0,,0.09,3.51
2019-10-20,35,12.0,False,0.12,4.2
2019-10-21,36,12.0,,0.12,4.32
2019-10-22,56,12.0,,0.12,6.72
2019-10-23,68,12.0,,0.12,8.16
2019-10-24,40,12.0,,0.12,4.8
2019-10-25,78,12.0,,0.12,9.36
2019-10-26,100,12.0,,0.12,12.0
2019-10-27,52,11.0,False,0.11,5.72
2019-10-28,63,11.0,,0.11,6.93
2019-10-29,37,11.0,,0.11,4.07
2019-10-30,34,11.0,,0.11,3.74
2019-10-31,45,11.0,,0.11,4.95
2019-11-01,73,11.0,,0.11,8.03
2019-11-02,85,11.0,,0.11,9.35
2019-11-03,42,8.0,False,0.08,3.36
2019-11-04,55,8.0,,0.08,4.4
2019-11-05,25,8.0,,0.08,2.0
2019-11-06,66,8.0,,0.08,5.28
2019-11-07,42,8.0,,0.08,3.36
2019-11-08,61,8.0,,0.08,4.88
2019-11-09,42,8.0,,0.08,3.36
2019-11-10,37,8.0,False,0.08,2.96
2019-11-11,46,8.0,,0.08,3.68
2019-11-12,75,8.0,,0.08,6.0
2019-11-13,71,8.0,,0.08,5.68
2019-11-14,83,8.0,,0.08,6.640000000000001
2019-11-15,52,8.0,,0.08,4.16
2019-11-16,24,8.0,,0.08,1.92
2019-11-17,47,13.0,False,0.13,6.11
2019-11-18,59,13.0,,0.13,7.67
2019-11-19,63,13.0,,0.13,8.19
2019-11-20,51,13.0,,0.13,6.63
2019-11-21,82,13.0,,0.13,10.66
2019-11-22,97,13.0,,0.13,12.610000000000001
2019-11-23,71,13.0,,0.13,9.23
2019-11-24,61,10.0,False,0.1,6.1000000000000005
2019-11-25,100,10.0,,0.1,10.0
2019-11-26,67,10.0,,0.1,6.7
2019-11-27,46,10.0,,0.1,4.6000000000000005
2019-11-28,52,10.0,,0.1,5.2
2019-11-29,22,10.0,,0.1,2.2
2019-11-30,33,10.0,,0.1,3.3000000000000003
2019-12-01,55,7.0,False,0.07,3.8500000000000005
2019-12-02,38,7.0,,0.07,2.66
2019-12-03,55,7.0,,0.07,3.8500000000000005
2019-12-04,61,7.0,,0.07,4.2700000000000005
2019-12-05,50,7.0,,0.07,3.5000000000000004
2019-12-06,87,7.0,,0.07,6.090000000000001
2019-12-07,78,7.0,,0.07,5.460000000000001
2019-12-08,32,8.0,False,0.08,2.56
2019-12-09,73,8.0,,0.08,5.84
2019-12-10,68,8.0,,0.08,5.44
2019-12-11,45,8.0,,0.08,3.6
2019-12-12,51,8.0,,0.08,4.08
2019-12-13,46,8.0,,0.08,3.68
2019-12-14,25,8.0,,0.08,2.0
2019-12-15,57,9.0,False,0.09,5.13
2019-12-16,66,9.0,,0.09,5.9399999999999995
2019-12-17,95,9.0,,0.09,8.549999999999999
2019-12-18,100,9.0,,0.09,9.0
2019-12-19,52,9.0,,0.09,4.68
2019-12-20,66,9.0,,0.09,5.9399999999999995
2019-12-21,51,9.0,,0.09,4.59
2019-12-22,58,8.0,False,0.08,4.64
2019-12-23,42,8.0,,0.08,3.36
2019-12-24,45,8.0,,0.08,3.6
2019-12-25,70,8.0,,0.08,5.6000000000000005
2019-12-26,98,8.0,,0.08,7.84
2019-12-27,48,8.0,,0.08,3.84
2019-12-28,58,8.0,,0.08,4.64
2019-12-29,26,7.0,False,0.07,1.8200000000000003
2019-12-30,64,7.0,,0.07,4.48
2019-12-31,51,7.0,,0.07,3.5700000000000003
