date,bitcoin dolar_unscaled,bitcoin dolar_monthly,isPartial,scale,bitcoin dolar
2019-10-22,49,10.0,,0.1,4.9
2019-10-23,70,10.0,,0.1,7.0
2019-10-24,70,10.0,,0.1,7.0
2019-10-25,74,10.0,,0.1,7.4
2019-10-26,93,10.0,,0.1,9.3
2019-10-27,82,11.0,False,0.11,9.02
2019-10-28,100,11.0,,0.11,11.0
2019-10-29,71,11.0,,0.11,7.81
2019-10-30,73,11.0,,0.11,8.03
2019-10-31,63,11.0,,0.11,6.93
2019-11-01,79,11.0,,0.11,8.69
2019-11-02,23,11.0,,0.11,2.53
2019-11-03,50,8.0,False,0.08,4.0
2019-11-04,46,8.0,,0.08,3.68
2019-11-05,87,8.0,,0.08,6.96
2019-11-06,58,8.0,,0.08,4.64
2019-11-07,48,8.0,,0.08,3.84
2019-11-08,39,8.0,,0.08,3.12
2019-11-09,51,8.0,,0.08,4.08
2019-11-10,27,9.0,False,0.09,2.4299999999999997
2019-11-11,45,9.0,,0.09,4.05
2019-11-12,38,9.0,,0.09,3.42
2019-11-13,52,9.0,,0.09,4.68
2019-11-14,58,9.0,,0.09,5.22
2019-11-15,40,9.0,,0.09,3.5999999999999996
2019-11-16,28,9.0,,0.09,2.52
2019-11-17,43,8.0,False,0.08,3.44
2019-11-18,52,8.0,,0.08,4.16
2019-11-19,38,8.0,,0.08,3.04
2019-11-20,53,8.0,,0.08,4.24
2019-11-21,61,8.0,,0.08,4.88
2019-11-22,88,8.0,,0.08,7.04
2019-11-23,35,8.0,,0.08,2.8000000000000003
2019-11-24,42,9.0,False,0.09,3.78
2019-11-25,100,9.0,,0.09,9.0
2019-11-26,69,9.0,,0.09,6.21
2019-11-27,77,9.0,,0.09,6.93
2019-11-28,39,9.0,,0.09,3.51
2019-11-29,54,9.0,,0.09,4.859999999999999
2019-11-30,27,9.0,,0.09,2.4299999999999997
2019-12-01,69,7.0,False,0.07,4.83
2019-12-02,53,7.0,,0.07,3.7100000000000004
2019-12-03,63,7.0,,0.07,4.41
2019-12-04,81,7.0,,0.07,5.670000000000001
2019-12-05,68,7.0,,0.07,4.760000000000001
2019-12-06,75,7.0,,0.07,5.250000000000001
2019-12-07,47,7.0,,0.07,3.2900000000000005
2019-12-08,52,6.0,False,0.06,3.12
2019-12-09,50,6.0,,0.06,3.0
